"sample","detailed.consolidated.rock","detailed.fishes.elasmobranchs.rays.skates","detailed.macroalgae.articulated.calcareous.red","detailed.macroalgae.articulated.calcareous.red.articulated.calcareous.red","detailed.macroalgae.encrusting.red.calcareous","detailed.macroalgae.erect.coarse.branching.brown","detailed.macroalgae.erect.coarse.branching.brown.sargassum.spp","detailed.macroalgae.erect.coarse.branching.red","detailed.macroalgae.erect.fine.branching","detailed.macroalgae.erect.fine.branching.red","detailed.macroalgae.filamentous.filiform","detailed.macroalgae.filamentous.filiform.red","detailed.macroalgae.laminate.green","detailed.macroalgae.large.canopy.forming.brown.brown.other.canopy.forming.sp","detailed.seagrasses.elliptical.leaves.halophila.sp.","detailed.seagrasses.strap.like.leaves","detailed.seagrasses.strap.like.leaves.amphibolis.sp.","detailed.seagrasses.strap.like.leaves.amphibolis.sp.epiphytes","detailed.seagrasses.strap.like.leaves.posidonia.sp.","detailed.seagrasses.strap.like.leaves.posidonia.sp.epiphytes","detailed.seagrasses.strap.like.leaves.zostera.sp.","detailed.unconsolidated.sand.mud.2mm.","detailed.unconsolidated.sand.mud.2mm.coarse.sand.with.shell.fragments.","detailed.unconsolidated.sand.mud.2mm.fine.sand.no.shell.fragments.","detailed.total.points.annotated","campaignid","transect.id","latitude","longitude"
"PR_20150526_051934_334_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5792891,115.2268347
"PR_20150526_052304_434_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5804057,115.2279174
"PR_20150526_052325_448_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5805948,115.2278603
"PR_20150526_052346_462_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5807891,115.227806
"PR_20150526_052407_475_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5808964,115.2276821
"PR_20150526_052428_489_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5808123,115.2274504
"PR_20150526_052438_996_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5807793,115.2273335
"PR_20150526_052449_502_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5807478,115.2272192
"PR_20150526_052510_514_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5806807,115.2269927
"PR_20150526_052531_525_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5806134,115.2267688
"PR_20150526_052552_535_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5805484,115.2265462
"PR_20150526_052613_547_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5804813,115.22632
"PR_20150526_052634_561_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5804159,115.2260892
"PR_20150526_052655_575_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5803499,115.2258619
"PR_20150526_052716_591_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5803117,115.2256517
"PR_20150526_052727_099_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5803899,115.2256433
"PR_20150526_052737_607_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5804962,115.2256335
"PR_20150526_052758_622_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5807033,115.2255691
"PR_20150526_052819_636_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5809042,115.2255061
"PR_20150526_052841_149_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5811078,115.2254361
"PR_20150526_052902_162_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5813032,115.2253673
"PR_20150526_052923_175_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,19,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5815018,115.2253079
"PR_20150526_052944_190_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5816758,115.2252971
"PR_20150526_053005_204_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5816857,115.2255281
"PR_20150526_053026_217_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5817309,115.2257778
"PR_20150526_053047_231_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5817729,115.2260142
"PR_20150526_053108_246_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5818147,115.2262447
"PR_20150526_053129_759_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5818533,115.2264799
"PR_20150526_053150_770_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,4,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5818907,115.2267136
"PR_20150526_053211_785_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5819305,115.2269514
"PR_20150526_053232_800_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,"AUV2015","r20150526_050219_wa-gb-auv-03",-33.5819706,115.2271847
"PR_20150527_034347_981_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5173369,115.4165466
"PR_20150527_034419_489_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5175671,115.4163521
"PR_20150527_034429_991_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5176603,115.4162914
"PR_20150527_034450_998_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,11,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5178366,115.4161754
"PR_20150527_034512_003_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5180096,115.4160488
"PR_20150527_034533_008_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5181803,115.415916
"PR_20150527_034554_012_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5183595,115.4157928
"PR_20150527_034604_515_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5184557,115.4157428
"PR_20150527_034636_021_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5187368,115.4155629
"PR_20150527_034657_024_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5189288,115.4154433
"PR_20150527_034718_028_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5191161,115.4153289
"PR_20150527_034800_035_FC16",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.519492,115.415078
"PR_20150527_034821_039_FC16",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5196845,115.4149645
"PR_20150527_034842_043_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5198634,115.4148468
"PR_20150527_034852_546_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5199545,115.4147867
"PR_20150527_034903_048_FC16",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,7,7,21,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5200463,115.4147279
"PR_20150527_034924_052_FC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,7,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5202247,115.4146055
"PR_20150527_034945_055_FC16",0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,6,0,0,0,3,9,25,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5204064,115.4144833
"PR_20150527_035006_056_FC16",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,"AUV2015","r20150527_034110_wa-gb-auv-06",-33.5205809,115.4143684
"PR_20150527_060214_588_AC16",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,15,0,0,0,1,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5512193,115.3765165
"PR_20150527_060235_599_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,0,0,0,0,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5512935,115.3762875
"PR_20150527_060256_608_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5513629,115.3760597
"PR_20150527_060317_618_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5514532,115.3758376
"PR_20150527_060338_627_AC16",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,2,22,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5515304,115.3756185
"PR_20150527_060359_638_AC16",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5515982,115.3753937
"PR_20150527_060420_648_AC16",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,14,0,0,0,0,0,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5516641,115.3751685
"PR_20150527_060441_658_AC16",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,7,0,0,0,0,0,3,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5517542,115.3749465
"PR_20150527_060502_669_AC16",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,21,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5518246,115.3747222
"PR_20150527_060523_678_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,11,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.551898,115.3745046
"PR_20150527_060534_183_AC16",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5519348,115.3743985
"PR_20150527_060605_700_AC16",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,1,1,0,0,0,6,20,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5520657,115.3741096
"PR_20150527_060626_713_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5522268,115.3742169
"PR_20150527_060647_725_AC16",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,18,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5523985,115.3743299
"PR_20150527_060708_736_AC16",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,19,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5525702,115.3744398
"PR_20150527_060729_745_AC16",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,1,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5527369,115.3745524
"PR_20150527_060750_754_AC16",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22,0,0,0,1,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5528308,115.3746906
"PR_20150527_060811_764_AC16",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5527348,115.3748957
"PR_20150527_060832_774_AC16",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5526441,115.3751093
"PR_20150527_060853_783_AC16",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5525615,115.3753139
"PR_20150527_060914_791_AC16",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,1,24,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5524788,115.3755219
"PR_20150527_060935_799_AC16",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,15,0,0,0,0,3,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.552409,115.3757185
"PR_20150527_060956_808_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,16,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5523099,115.3758795
"PR_20150527_061017_816_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,14,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5521423,115.3757811
"PR_20150527_061028_321_AC16",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5520461,115.3757395
"PR_20150527_061049_330_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,20,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5518574,115.3756475
"PR_20150527_061244_876_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5508462,115.3752006
"PR_20150527_061305_881_AC16",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,11,0,0,0,0,0,0,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5506632,115.3751278
"PR_20150527_061326_886_AC16",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,2,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5505933,115.3752973
"PR_20150527_061347_893_AC16",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,1,25,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5504877,115.3755008
"PR_20150527_061358_398_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,19,"AUV2015","r20150527_055625_wa-gb-auv-05",-33.5504489,115.3756057
"PR_20150527_072422_807_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"AUV2015","r20150527_072129_wa-gb-auv-04",-33.5945166,115.2472679
"PR_20150527_081915_203_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5931181,115.2130087
"PR_20150527_081936_205_AC16",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5930852,115.2127571
"PR_20150527_081957_207_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5930459,115.2125247
"PR_20150527_082203_220_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,19,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5928497,115.2111473
"PR_20150527_082224_224_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,12,23,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5928323,115.210917
"PR_20150527_082245_227_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,6,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5928118,115.210693
"PR_20150527_082306_229_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5927982,115.2104721
"PR_20150527_082327_232_AC16",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5927833,115.2102407
"PR_20150527_082348_236_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5927596,115.2100038
"PR_20150527_082409_237_AC16",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5927393,115.2097792
"PR_20150527_082430_237_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5927115,115.2095718
"PR_20150527_082512_241_AC16",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,7,21,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5928025,115.2092953
"PR_20150527_082533_244_AC16",0,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5930403,115.2092701
"PR_20150527_082615_251_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,4,11,21,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5934676,115.2092795
"PR_20150527_082646_756_AC16",0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,1,21,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5936208,115.209433
"PR_20150527_082657_257_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,16,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5936126,115.209557
"PR_20150527_082800_265_AC16",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5935629,115.2102685
"PR_20150527_082821_266_AC16",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.593545,115.2104986
"PR_20150527_082842_267_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5935257,115.2107262
"PR_20150527_082903_268_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5933644,115.2107426
"PR_20150527_082924_267_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,10,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.593174,115.2107662
"PR_20150527_082945_268_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,12,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5929894,115.210787
"PR_20150527_083006_269_AC16",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,4,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5928043,115.2108051
"PR_20150527_083027_271_AC16",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5926194,115.2108311
"PR_20150527_083151_280_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.59191,115.2108549
"PR_20150527_083212_283_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5918593,115.2110457
"PR_20150527_083233_287_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5918336,115.2112946
"PR_20150527_083254_290_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,3,23,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5918158,115.2115373
"PR_20150527_083315_293_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5917932,115.2117789
"PR_20150527_083336_296_AC16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,8,0,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5917743,115.2120158
"PR_20150527_083346_797_AC16",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,8,0,25,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5917635,115.2121359
"PR_20150527_083357_298_AC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,"AUV2015","r20150527_081513_wa-gb-auv-02-exp",-33.5917587,115.2122535
